,,,,Labels After Replacement,,,,
990074543472553984,,,,IRNE,IRNE,IRNE,,IRNE
989788430816202752,,,,IRNE,IRNE,IRNE,,IRNE
983079640557383680,,,,IMFL,IMFL,IMFL,,IMFL
982241229227212803,,,,IMFL,IMFL,IMFL,,IMFL
981185922397102080,,,,IMFL,IMFL,IMFL,,IMFL
1044620728816029698,,,,IMFL,IMFL,IMFL,,IMFL
1000850685548814336,,,,IRNE,IRNE,IMFL,,IRNE
997836668924284928,,,,IMFL,IMFL,IMFL,,IMFL
1023562504532836352,,,,IMFL,IMFL,IMFL,,IMFL
984408653108338688,,,,IMFL,IRNE,IRNE,,IRNE
984329497750265857,,,,IMFL,IMFL,IMFL,,IMFL
980085794693156865,,,,IRNE,IRNE,IRNE,,IRNE
995559585690812416,,,,IRNE,IRNE,IRNE,,IRNE
988743375271677954,,,,IMFL,IMFL,IMFL,,IMFL
998651058044964865,,,,IRNE,IRNE,IRNE,,IRNE
983373836090593280,,,,IMFL,IMFL,IMFL,,IMFL
997521913558814721,,,,IMFL,IMFL,IMFL,,IMFL
1044978001593716736,,,,IMFL,IMFL,IMFL,,IMFL
1038853501256904706,,,,IMFL,IMFL,IMFL,,IMFL
1006200882747334658,,,,IMFL,IMFL,IMFL,,IMFL
1003767961927258113,,,,IRNE,IRNE,IRNE,,IRNE
981606610358456320,,,,IRNE,IRNE,IRNE,,IRNE
989471630308069376,,,,IMFL,IMFL,IMFL,,IMFL
997944990079901696,,,,IMFL,IMFL,IMFL,,IMFL
983752972327948290,,,,IMFL,IRNE,IRNE,,IRNE
1043602858208301058,,,,IRNE,IRNE,IRNE,,IRNE
1037366373587066880,,,,IMFL,IMFL,IMFL,,IMFL
1037470250609123330,,,,IMFL,IMFL,IMFL,,IMFL
989182031866290176,,,,IMFL,IMFL,IMFL,,IMFL
991054221247242241,,,,IRNE,IRNE,IRNE,,IRNE
983069178692341762,,,,IMFL,IMFL,IMFL,,IMFL
1005107756070834176,,,,IRNE,IRNE,IRNE,,IRNE
1037412806155554817,,,,IRNE,IRNE,IRNE,,IRNE
994342116221480960,,,,IRNE,IRNE,IRNE,,IRNE
1031220104032346114,,,,IMFL,IMFL,IMFL,,IMFL
1041058356356698113,,,,IRNE,IRNE,IRNE,,IRNE
989678822554513408,,,,IMFL,IMFL,IMFL,,IMFL
1045716162456244226,,,,IMFL,IMFL,IMFL,,IMFL
991671528935886849,,,,IMFL,IMFL,IMFL,,IMFL
1014508256109256705,,,,IMFL,IMFL,IMFL,,IMFL
979713376833232896,,,,IMFL,IMFL,IMFL,,IMFL
1037789506022375424,,,,IRNE,IRNE,IRNE,,IRNE
983719023383891968,,,,IMFL,IMFL,IMFL,,IMFL
984345647691259904,,,,IMFL,IMFL,IMFL,,IMFL
1037827522963140609,,,,IRNE,IRNE,IRNE,,IRNE
1003238705149210624,,,,IRNE,IRNE,IRNE,,IRNE
989487568982069248,,,,IMFL,IMFL,IMFL,,IMFL
981168783195701248,,,,IMFL,IMFL,IMFL,,IMFL
989621364859506690,,,,IMFL,IMFL,IMFL,,IMFL
1023954450451443712,,,,IMFL,IMFL,IMFL,,IMFL
1005917859372060672,,,,IRNE,IRNE,IRNE,,IRNE
981986880932720640,,,,IRNE,IRNE,IRNE,,IRNE
984078976753786882,,,,IMFL,IMFL,IMFL,,IMFL
1039215522586525696,,,,IRNE,IRNE,IRNE,,IRNE
1042065987443548161,,,,IMFL,IMFL,IMFL,,IMFL
1043573696751919104,,,,IRNE,IRNE,IRNE,,IRNE
1003338183021645824,,,,IMFL,IMFL,IMFL,,IMFL
1005907233580994561,,,,IRNE,IRNE,IRNE,,IRNE
1041013541438939137,,,,IRNE,IRNE,IRNE,,IRNE
992863736770723840,,,,IRNE,IRNE,IRNE,,IRNE
1014527753490747392,,,,IMFL,IMFL,IMFL,,IMFL
983621680462352384,,,,IMFL,IMFL,IMFL,,IMFL
1040669386833625089,,,,IRNE,IRNE,IRNE,,IRNE
1001145494486306816,,,,IMFL,IMFL,IMFL,,IMFL
1031325958199042048,,,,IRNE,IRNE,IRNE,,IRNE
983695910273241088,,,,IMFL,IMFL,IMFL,,IMFL
982261980781162497,,,,IMFL,IMFL,IMFL,,IMFL
991795345062539264,,,,IMFL,IMFL,IMFL,,IMFL
1038852567646826496,,,,IMFL,IMFL,IMFL,,IMFL
1031228311253315584,,,,IRNE,IRNE,IRNE,,IRNE
1037034042959581184,,,,IMFL,IMFL,IMFL,,IMFL
998202428557316096,,,,IMFL,IMFL,IMFL,,IMFL
1044601098768711680,,,,IMFL,IMFL,IMFL,,IMFL
998594393778130944,,,,IMFL,IMFL,IMFL,,IMFL
1033373863965388800,,,,IMFL,IMFL,IMFL,,IMFL
983769536016117771,,,,IMFL,IMFL,IMFL,,IMFL
1045333971138220032,,,,IMFL,IMFL,IMFL,,IMFL
1002643948920193024,,,,IRNE,IRNE,IRNE,,IRNE
988436738191261696,,,,IRNE,IRNE,IMFL,,IRNE
974920728880603136,,,,IMFL,IMFL,IMFL,,IMFL
1039525803678228480,,,,IRNE,IRNE,IRNE,,IRNE
983296935925776385,,,,IMFL,IMFL,IMFL,,IMFL
982173555709259776,,,,IMFL,IMFL,IRNE,,IMFL
997508318313762821,,,,IMFL,IMFL,IMFL,,IMFL
1036630236753002503,,,,IRNE,IRNE,IRNE,,IRNE
1037325250919190539,,,,IMFL,IMFL,IMFL,,IMFL
984456207351115781,,,,IMFL,IMFL,IMFL,,IMFL
1046318549176897536,,,,IRNE,IRNE,IRNE,,IRNE
1037351282028281858,,,,IMFL,IMFL,IMFL,,IMFL
981901036515454977,,,,IMFL,IMFL,IMFL,,IMFL
988433054510264321,,,,IMFL,IMFL,IMFL,,IMFL
1023667693059297280,,,,IRNE,IRNE,IRNE,,IRNE
983073293044453376,,,,IMFL,IMFL,IMFL,,IMFL
998633972958683136,,,,IMFL,IMFL,IMFL,,IMFL
994205626061479936,,,,IMFL,IMFL,IMFL,,IMFL
981924508796964865,,,,IRNE,IRNE,IRNE,,IRNE
1000851769470193664,,,,IRNE,IRNE,IRNE,,IRNE
983608383910612992,,,,IRNE,IRNE,IRNE,,IRNE
1045030407962603520,,,,IMFL,IMFL,IMFL,,IMFL
981181046866743298,,,,IMFL,IMFL,IMFL,,IMFL
984044997682098176,,,,IMFL,IMFL,IMFL,,IMFL
1041402516091662342,,,,IRNE,IRNE,IRNE,,IRNE
981980997779587072,,,,IRNE,IRNE,IRNE,,IRNE
989181101670313984,,,,IMFL,IMFL,IMFL,,IMFL
991223254990966784,,,,IRNE,IRNE,IRNE,,IRNE
983395317050757120,,,,IMFL,IMFL,IMFL,,IMFL
1037377867263422467,,,,IRNE,IRNE,IRNE,,IRNE
984357161085095936,,,,IMFL,IMFL,IMFL,,IMFL
984264379536470016,,,,IMFL,IMFL,IMFL,,IMFL
998201537842249728,,,,IMFL,IMFL,IMFL,,IMFL
1001717112153526272,,,,IRNE,IRNE,IRNE,,IRNE
1004901589113597952,,,,IRNE,IRNE,IRNE,,IRNE
1038199294262763523,,,,IMFL,IMFL,IMFL,,IMFL
1044587910287187968,,,,IMFL,IMFL,IMFL,,IMFL
981156946471473152,,,,IMFL,IMFL,IMFL,,IMFL
1039652419519561728,,,,IRNE,IRNE,IRNE,,IRNE
990367713162878976,,,,IRNE,IRNE,IRNE,,IRNE
989455041584095232,,,,IMFL,IMFL,IMFL,,IMFL
988435126681030656,,,,IMFL,IMFL,IMFL,,IMFL
980094295964311553,,,,IMFL,IMFL,IMFL,,IMFL
1045282809823318016,,,,IMFL,IMFL,IMFL,,IMFL
991652906108702720,,,,IMFL,IMFL,IMFL,,IMFL
1042073769441992704,,,,IMFL,IMFL,IMFL,,IMFL
1045422672539201536,,,,IMFL,IMFL,IMFL,,IMFL
1034862743160061954,,,,IMFL,IMFL,IMFL,,IMFL
1029448203102502912,,,,IRNE,IRNE,IRNE,,IRNE
983731196805951488,,,,IMFL,IMFL,IMFL,,IMFL
1041007895368880128,,,,IMFL,IMFL,IMFL,,IMFL
988129545965527045,,,,IMFL,IMFL,IMFL,,IMFL
1003346625807421441,,,,IMFL,IMFL,IMFL,,IMFL
984774515174592513,,,,IMFL,IMFL,IMFL,,IMFL
1039579576928804866,,,,IRNE,IMFL,IMFL,,IMFL
988728180323348480,,,,IMFL,IMFL,IMFL,,IMFL
983027874268700672,,,,IMFL,IMFL,IMFL,,IMFL
970725264639619072,,,,IMFL,IMFL,IMFL,,IMFL
1042053210930925568,,,,IMFL,IMFL,IMFL,,IMFL
989448995230666757,,,,IRNE,IRNE,IRNE,,IRNE
1001248636620230656,,,,IRNE,IRNE,IMFL,,IRNE
1000799429467738112,,,,IRNE,IRNE,IRNE,,IRNE
998655054503608320,,,,IMFL,IMFL,IMFL,,IMFL
1040967342962946053,,,,IMFL,IMFL,IMFL,,IMFL
990610657988014081,,,,IRNE,IRNE,IRNE,,IRNE
1037442711329140737,,,,IMFL,IMFL,IMFL,,IMFL
1044997216262328330,,,,IMFL,IMFL,IMFL,,IMFL
984072889900167170,,,,IMFL,IMFL,IMFL,,IMFL
987828183029485568,,,,IRNE,IRNE,IRNE,,IRNE
1045428670871924737,,,,IRNE,IRNE,IRNE,,IRNE
1042042248823750656,,,,IMFL,IMFL,IMFL,,IMFL
1038798478112161792,,,,IMFL,IMFL,IMFL,,IMFL
983766820929884162,,,,IMFL,IMFL,IMFL,,IMFL
1003805374695329792,,,,IRNE,IRNE,IRNE,,IRNE
983063446643146752,,,,IMFL,IMFL,IMFL,,IMFL
1039474317178888192,,,,IRNE,IRNE,IRNE,,IRNE
982305274462654467,,,,IMFL,IMFL,IMFL,,IMFL
983096793482301443,,,,IMFL,IMFL,IMFL,,IMFL
991988241132867585,,,,IRNE,IRNE,IRNE,,IRNE
983036907008512003,,,,IMFL,IMFL,IMFL,,IMFL
1037406771583873025,,,,IMFL,IMFL,IMFL,,IMFL
1023977508213940224,,,,IMFL,IRNE,IMFL,,IMFL
983706378031239168,,,,IMFL,IMFL,IMFL,,IMFL
1000221816718286848,,,,IRNE,IRNE,IRNE,,IRNE
1022113124420386818,,,,IMFL,IMFL,IMFL,,IMFL
1035911812007505921,,,,IRNE,IRNE,IRNE,,IRNE
1036579166982991873,,,,IRNE,IRNE,IRNE,,IRNE
984238961043431425,,,,IRNE,IRNE,IRNE,,IRNE
993433905607921664,,,,IRNE,IRNE,IRNE,,IRNE
983820495534555136,,,,IRNE,IMFL,IRNE,,IRNE
980461966828457987,,,,IMFL,IMFL,IMFL,,IMFL
988806286937554944,,,,IRNE,IRNE,IRNE,,IRNE
983693307200098304,,,,IMFL,IMFL,IMFL,,IMFL
1041401606376497152,,,,IMFL,IMFL,IMFL,,IMFL
1005928832602394624,,,,IRNE,IRNE,IRNE,,IRNE
989120477992976385,,,,IMFL,IMFL,IMFL,,IMFL
983350016436789248,,,,IMFL,IMFL,IMFL,,IMFL
1038088849757532160,,,,IMFL,IMFL,IMFL,,IMFL
982270323386019846,,,,IMFL,IMFL,IMFL,,IMFL
983377446392168448,,,,IMFL,IMFL,IMFL,,IMFL
1042074608185290752,,,,IMFL,IMFL,IMFL,,IMFL
1037275386084831232,,,,IRNE,IRNE,IRNE,,IRNE
1022525013725990912,,,,IRNE,IRNE,IRNE,,IRNE
1001209487838019584,,,,IMFL,IMFL,IRNE,,IMFL
993400253335339008,,,,IMFL,IMFL,IMFL,,IMFL
1023969214514782210,,,,IMFL,IMFL,IMFL,,IMFL
984148310285062144,,,,IRNE,IRNE,IRNE,,IRNE
983372793231310848,,,,IMFL,IMFL,IMFL,,IMFL
1001302895134994433,,,,IMFL,IMFL,IMFL,,IMFL
1014542575628374016,,,,IMFL,IMFL,IMFL,,IMFL
989434359274000384,,,,IMFL,IMFL,IMFL,,IMFL
997514542119866368,,,,IMFL,IMFL,IMFL,,IMFL
984199666857336833,,,,IMFL,IMFL,IMFL,,IMFL
1029376451269873666,,,,IMFL,IMFL,IMFL,,IMFL
1001160329106280448,,,,IMFL,IMFL,IMFL,,IMFL
998633276783890432,,,,IMFL,IMFL,IMFL,,IMFL
989941389516525569,,,,IRNE,IRNE,IRNE,,IRNE
977853552315064320,,,,IRNE,IRNE,IRNE,,IRNE
1000109823260876801,,,,IRNE,IRNE,IRNE,,IRNE
1029153152631808002,,,,IMFL,IMFL,IMFL,,IMFL
1045856328613351424,,,,IRNE,IMFL,IMFL,,IMFL
1041007221235245056,,,,IMFL,IMFL,IMFL,,IMFL
1001153237247037441,,,,IMFL,IMFL,IMFL,,IMFL
1039552943949848576,,,,IMFL,IMFL,IMFL,,IMFL
970692296235765760,,,,IRNE,IRNE,IRNE,,IRNE
992481164219895813,,,,IMFL,IMFL,IMFL,,IMFL
980109084467843072,,,,IMFL,IMFL,IMFL,,IMFL
1038426111896629249,,,,IMFL,IMFL,IMFL,,IMFL
983613536764121088,,,,IMFL,IMFL,IMFL,,IMFL
1037745318958432259,,,,IMFL,IMFL,IMFL,,IMFL
984062742414884865,,,,IMFL,IMFL,IMFL,,IMFL
1037698721750962177,,,,IMFL,IMFL,IRNE,,IMFL
989111821339676673,,,,IMFL,IMFL,IMFL,,IMFL
984053400563339264,,,,IRNE,IRNE,IRNE,,IRNE
983774921439490049,,,,IMFL,IMFL,IMFL,,IMFL
1001295820774428672,,,,IRNE,IRNE,IRNE,,IRNE
1038143133337444353,,,,IMFL,IMFL,IMFL,,IMFL
980730828811587584,,,,IMFL,IMFL,IMFL,,IMFL
981216044403609600,,,,IRNE,IRNE,IRNE,,IRNE
983809409871728642,,,,IRNE,IRNE,IRNE,,IRNE
1037355739004764161,,,,IMFL,IMFL,IMFL,,IMFL
989864444460195840,,,,IRNE,IRNE,IRNE,,IRNE
980821220424847360,,,,IRNE,IRNE,IRNE,,IRNE
1032689505386594305,,,,IMFL,IMFL,IMFL,,IMFL
983719444089331712,,,,IMFL,IMFL,IMFL,,IMFL
983582592577437697,,,,IMFL,IMFL,IMFL,,IMFL
984011099820449792,,,,IMFL,IMFL,IMFL,,IMFL
981162859857002496,,,,IMFL,IMFL,IMFL,,IMFL
1038452977776975873,,,,IMFL,IMFL,IMFL,,IMFL
983615421474537472,,,,IRNE,IRNE,IRNE,,IRNE
1014064088438267904,,,,IMFL,IMFL,IMFL,,IMFL
974674889742397440,,,,IMFL,IMFL,IMFL,,IMFL
998627654390738949,,,,IMFL,IMFL,IMFL,,IMFL
979650840138080257,,,,IRNE,IRNE,IMFL,,IRNE
983748881497419776,,,,IMFL,IRNE,IMFL,,IMFL
1030964313899581440,,,,IRNE,IRNE,IRNE,,IRNE
999051381444096000,,,,IRNE,IRNE,IRNE,,IRNE
1039909020704886786,,,,IMFL,IMFL,IMFL,,IMFL
970725569297108998,,,,IMFL,IMFL,IMFL,,IMFL
988734408151715840,,,,IMFL,IMFL,IMFL,,IMFL
990843921348612096,,,,IMFL,IMFL,IMFL,,IMFL
984044817658335234,,,,IMFL,IMFL,IMFL,,IMFL
1043876193089531910,,,,IMFL,IMFL,IMFL,,IMFL
984454130524672000,,,,IMFL,IMFL,IMFL,,IMFL
989118812913102848,,,,IMFL,IMFL,IMFL,,IMFL
1042075783718752256,,,,IMFL,IMFL,IMFL,,IMFL
983692297836646400,,,,IRNE,IRNE,IRNE,,IRNE
990174241344643077,,,,IRNE,IMFL,IMFL,,IMFL
1037416489274499072,,,,IMFL,IMFL,IMFL,,IMFL
981189118842597376,,,,IMFL,IMFL,IMFL,,IMFL
989052907545944065,,,,IMFL,IMFL,IMFL,,IMFL
983756073029992448,,,,IRNE,IMFL,IRNE,,IRNE
1037407735116115969,,,,IMFL,IMFL,IMFL,,IMFL
998864401821306880,,,,IMFL,IMFL,IMFL,,IMFL
1003129079732801536,,,,IMFL,IMFL,IMFL,,IMFL
1031225782595670016,,,,IRNE,IRNE,IMFL,,IRNE
989445954171555840,,,,IMFL,IMFL,IMFL,,IMFL
1037429811684290560,,,,IMFL,IMFL,IMFL,,IMFL
1045362388122435584,,,,IMFL,IMFL,IMFL,,IMFL
980080905736871936,,,,IMFL,IMFL,IMFL,,IMFL
983360200471203843,,,,IMFL,IMFL,IMFL,,IMFL
989182693056360448,,,,IMFL,IRNE,IMFL,,IMFL
988179059430580224,,,,IMFL,IMFL,IMFL,,IMFL
1044595996028792833,,,,IMFL,IMFL,IMFL,,IMFL
1037443294874271744,,,,IMFL,IMFL,IMFL,,IMFL
984788376065855488,,,,IMFL,IMFL,IMFL,,IMFL
997947511355699200,,,,IMFL,IMFL,IMFL,,IMFL
989450228632817664,,,,IMFL,IMFL,IMFL,,IMFL
1042047935939260417,,,,IMFL,IMFL,IMFL,,IMFL
1045437290171047936,,,,IMFL,IMFL,IMFL,,IMFL
984389726819049473,,,,IMFL,IMFL,IMFL,,IMFL
983945113515839489,,,,IMFL,IMFL,IMFL,,IMFL
1031244837369077761,,,,IMFL,IMFL,IMFL,,IMFL
1038427923135508480,,,,IRNE,IRNE,IRNE,,IRNE
983791519743213569,,,,IMFL,IMFL,IMFL,,IMFL
1029356881842790400,,,,IMFL,IMFL,IMFL,,IMFL
1037356599650725888,,,,IMFL,IRNE,IMFL,,IMFL
1045443216529641472,,,,IMFL,IMFL,IMFL,,IMFL
1023594080473886721,,,,IMFL,IMFL,IMFL,,IMFL
991284033471549440,,,,IMFL,IMFL,IMFL,,IMFL
989115383062786049,,,,IMFL,IMFL,IMFL,,IMFL
1037405943846391808,,,,IMFL,IMFL,IMFL,,IMFL
983787732379033600,,,,IMFL,IMFL,IMFL,,IMFL
980852686571655168,,,,IMFL,IMFL,IMFL,,IMFL
983261335537508352,,,,IMFL,IMFL,IMFL,,IMFL
1042419872515465221,,,,IMFL,IMFL,IMFL,,IMFL
990357228833079298,,,,IMFL,IRNE,IRNE,,IRNE
1037597858470477824,,,,IRNE,IRNE,IRNE,,IRNE
984114927324553217,,,,IMFL,IMFL,IMFL,,IMFL
1023570917039984640,,,,IMFL,IMFL,IMFL,,IMFL
983749924692119552,,,,IMFL,IRNE,IMFL,,IMFL
981276839560826880,,,,IRNE,IRNE,IRNE,,IRNE
1032693515732615169,,,,IMFL,IMFL,IMFL,,IMFL
1032689818571091968,,,,IRNE,IRNE,IRNE,,IRNE
1023950035816534018,,,,IRNE,IMFL,IRNE,,IRNE
1023551059036446722,,,,IMFL,IMFL,IMFL,,IMFL
1023562864341266432,,,,IMFL,IMFL,IMFL,,IMFL
1038453860501733376,,,,IMFL,IMFL,IMFL,,IMFL
1045829405929558016,,,,IMFL,IMFL,IMFL,,IMFL
1042128861109133315,,,,IMFL,IMFL,IMFL,,IMFL
991328691757158400,,,,IMFL,IMFL,IMFL,,IMFL
983662769051496449,,,,IMFL,IMFL,IMFL,,IMFL
1032698011737116672,,,,IRNE,IRNE,IRNE,,IRNE
984489241999757315,,,,IMFL,IMFL,IMFL,,IMFL
983812413404348418,,,,IMFL,IMFL,IMFL,,IMFL
983428614279585798,,,,IMFL,IMFL,IMFL,,IMFL
983739685708222467,,,,IMFL,IMFL,IMFL,,IMFL
983956186033778688,,,,IMFL,IMFL,IMFL,,IMFL
1045372410428641280,,,,IMFL,IMFL,IMFL,,IMFL
983105917876162560,,,,IMFL,IMFL,IMFL,,IMFL
1023633197530341376,,,,IRNE,IMFL,IRNE,,IRNE
1028753567585366016,,,,IMFL,IMFL,IMFL,,IMFL
987982154251501568,,,,IMFL,IMFL,IMFL,,IMFL
983805594585960449,,,,IMFL,IMFL,IMFL,,IMFL
1042077696187097088,,,,IMFL,IMFL,IMFL,,IMFL
1036602442417405952,,,,IRNE,IRNE,IRNE,,IRNE
993407151912706048,,,,IMFL,IMFL,IMFL,,IMFL
988500099234975744,,,,IMFL,IMFL,IMFL,,IMFL
983660125427851264,,,,IMFL,IMFL,IMFL,,IMFL
983728411003715584,,,,IMFL,IMFL,IMFL,,IMFL
983373356748693505,,,,IMFL,IMFL,IMFL,,IMFL
998591002066767872,,,,IMFL,IMFL,IMFL,,IMFL
981180352415895552,,,,IMFL,IRNE,IMFL,,IMFL
1044599420719943682,,,,IMFL,IMFL,IMFL,,IMFL
989956535651569665,,,,IRNE,IRNE,IRNE,,IRNE
981157213636055045,,,,IMFL,IMFL,IMFL,,IMFL
1029388619553931264,,,,IMFL,IMFL,IMFL,,IMFL
969986703325876229,,,,IMFL,IMFL,IMFL,,IMFL
979437440183267329,,,,IRNE,IMFL,IMFL,,IMFL
1037737740098514944,,,,IRNE,IRNE,IRNE,,IRNE
989092941145739264,,,,IMFL,IMFL,IMFL,,IMFL
984115119398547458,,,,IMFL,IRNE,IMFL,,IMFL
989144146710548480,,,,IMFL,IMFL,IMFL,,IMFL
1038757263077457922,,,,IMFL,IMFL,IMFL,,IMFL
1037419666178756608,,,,IRNE,IMFL,IRNE,,IRNE
983833730539286528,,,,IRNE,IRNE,IRNE,,IRNE
988800153686552576,,,,IMFL,IMFL,IMFL,,IMFL
989629686010535938,,,,IMFL,IMAC,IMFL,,IMFL
982256494178480128,,,,IRNE,IRNE,IRNE,,IRNE
1023955966675615752,,,,IMFL,IMFL,IMFL,,IMFL
1013833285586309120,,,,IMFL,IMFL,IMFL,,IMFL
988524325056778240,,,,IMFL,IMFL,IMFL,,IMFL
993479037556264960,,,,IMFL,IMFL,IMFL,,IMFL
1023550462329606144,,,,IMFL,IMFL,IMFL,,IMFL
994225225448476673,,,,IRNE,IMDS,IRNE,,IRNE
984778912730435584,,,,IMFL,IMFL,IMFL,,IMFL
983290037667270656,,,,IMFL,IMFL,IMFL,,IMFL
991686833699524609,,,,IRNE,IMFL,IMFL,,IMFL
1036637278003781632,,,,IRNE,IRNE,IRNE,,IRNE
1005840534877999105,,,,IMFL,IMFL,IMFL,,IMFL
1037454004681428992,,,,IMFL,IMFL,IMFL,,IMFL
1023560221711581184,,,,IMFL,IMFL,IMFL,,IMFL
984188252537212928,,,,IMFL,IMFL,IRNE,,IMFL
1005428133569482754,,,,IMFL,IMFL,IMFL,,IMFL
982975065133387778,,,,IRNE,IRNE,IRNE,,IRNE
1044994659200765952,,,,IRNE,IRNE,IMFL,,IRNE
1037240442956533760,,,,IRNE,IRNE,IMFL,,IRNE
989138022527533056,,,,IMFL,IMFL,IMFL,,IMFL
1023639875835375623,,,,IMFL,IMFL,IMFL,,IMFL
981123263555407872,,,,IMFL,IMFL,IMFL,,IMFL
1037030473577504768,,,,IMFL,IMFL,IMFL,,IMFL
1029374382727208960,,,,IMFL,IMFL,IMFL,,IMFL
997656350216851458,,,,IMFL,IRNE,IRNE,,IRNE
1038469774911696902,,,,IMFL,IMFL,IMFL,,IMFL
1023563771535675393,,,,IMFL,IMFL,IMFL,,IMFL
1031221250415357953,,,,IRNE,IMFL,IMFL,,IMFL
1031221249962385410,,,,IMFL,IMFL,IMFL,,IMFL
1038470997131845632,,,,IMFL,IMFL,IMFL,,IMFL
1042423847746711552,,,,IRNE,IRNE,IRNE,,IRNE
998706346156548098,,,,IMFL,IMFL,IMFL,,IMFL
982977954224525312,,,,IMFL,IMFL,IMFL,,IMFL
983474892497674240,,,,IMFL,IMFL,IMFL,,IMFL
991382740590317569,,,,IMFL,IMFL,IMFL,,IMFL
983453166086819843,,,,IMFL,IMFL,IMFL,,IMFL
1038109082568347648,,,,IMFL,IMFL,IMFL,,IMFL
1042427043563102208,,,,IMFL,IMFL,IMFL,,IMFL
1037625264426115072,,,,IRNE,IRNE,IRNE,,IRNE
991693938900848640,,,,IMFL,IMFL,IMFL,,IMFL
984312303909855232,,,,IMFL,IMFL,IMFL,,IMFL
1038779365482524672,,,,IRNE,IRNE,IRNE,,IRNE
984221539645181953,,,,IMFL,IMFL,IMFL,,IMFL
983672448309714946,,,,IRNE,IMFL,IMFL,,IMFL
1006203027336908800,,,,IMFL,IMFL,IMFL,,IMFL
970375468229816321,,,,IRNE,IRNE,IRNE,,IRNE
993418317636530176,,,,IRNE,IRNE,IRNE,,IRNE
1044961215489994752,,,,IMFL,IMFL,IMFL,,IMFL
970633360908406791,,,,IMFL,IMFL,IMFL,,IMFL
983348911703289856,,,,IRNE,IRNE,IMFL,,IRNE
1037351553538121730,,,,IRNE,IRNE,IRNE,,IRNE
1005455262654914562,,,,IMFL,IMFL,IMFL,,IMFL
983221620583133185,,,,IMFL,IRNE,IMFL,,IMFL
989429878473670657,,,,IMFL,IMFL,IMFL,,IMFL
1037003020482031616,,,,IRNE,IRNE,IRNE,,IRNE
982238353113280513,,,,IMFL,IMFL,IMFL,,IMFL
989569108067930112,,,,IMFL,IRNE,IRNE,,IRNE
1039530148884885507,,,,IRNE,IRNE,IRNE,,IRNE
983744170291597312,,,,IMFL,IMFL,IMFL,,IMFL
983424688218091520,,,,IMFL,IMFL,IMFL,,IMFL
990997462931464194,,,,IMFL,IMFL,IMFL,,IMFL
997628439279603712,,,,IMFL,IMFL,IMFL,,IMFL
981983299987034112,,,,IMFL,IMFL,IMFL,,IMFL
993320350204166144,,,,IMFL,IMFL,IMFL,,IMFL
1021839342615109633,,,,IMFL,IMFL,IMFL,,IMFL
991278054243696640,,,,IMFL,IMFL,IMFL,,IMFL
988804151785213953,,,,IMFL,IMFL,IMFL,,IMFL
988505207951720449,,,,IMFL,IMFL,IMFL,,IMFL
980152214403600386,,,,IMFL,IMFL,IMFL,,IMFL
996102898328186881,,,,IMFL,IMFL,IMFL,,IMFL
1029356577252368385,,,,IMFL,IMFL,IMFL,,IMFL
984348511469584385,,,,IMFL,IMFL,IMFL,,IMFL
1005891491817033728,,,,IMFL,IMFL,IMFL,,IMFL
983760440504274944,,,,IMFL,IMFL,IMFL,,IMFL
981939949653118978,,,,IMFL,IMFL,IMFL,,IMFL
1045325691582128129,,,,IMFL,IMFL,IMFL,,IMFL
993928049099005952,,,,IRNE,IRNE,IRNE,,IRNE
988768094897176582,,,,IMFL,IMFL,IRNE,,IMFL
979745315250212864,,,,IRNE,IRNE,IRNE,,IRNE
983709398777417728,,,,IMFL,IMFL,IMFL,,IMFL
1014519739861864448,,,,IMFL,IMFL,IMFL,,IMFL
1030467701771259906,,,,IMFL,IMFL,IMFL,,IMFL
982271586999742464,,,,IRNE,IRNE,IRNE,,IRNE
983692448554782721,,,,IMFL,IMFL,IMFL,,IMFL
1029157030802677760,,,,IMFL,IRNE,IRNE,,IRNE
1044946567470436352,,,,IMFL,IMFL,IMFL,,IMFL
983819122130567168,,,,IMFL,IMFL,IMFL,,IMFL
983781974287544321,,,,IMFL,IMFL,IRNE,,IMFL
1037406942040387586,,,,IMFL,IMFL,IMFL,,IMFL
983729373063806976,,,,IMFL,IMFL,IMFL,,IMFL
983356276271910912,,,,IMFL,IMFL,IMFL,,IMFL
989844702445867010,,,,IMFL,IMFL,IMFL,,IMFL
1036667555933577216,,,,IRNE,IRNE,IRNE,,IRNE
991244830260031488,,,,IMFL,IMFL,IMFL,,IMFL
983342164481658880,,,,IMFL,IMFL,IMFL,,IMFL
1005413927390412800,,,,IMFL,IMFL,IMFL,,IMFL
1037695229598543872,,,,IMFL,IMFL,IMFL,,IMFL
989144186669748227,,,,IMFL,IMFL,IMFL,,IMFL
983370311541420033,,,,IMFL,IMFL,IMFL,,IMFL
997600108458979328,,,,IMFL,IMFL,IMFL,,IMFL
983717065411497985,,,,IMFL,IMFL,IMFL,,IMFL
1006202359905648640,,,,IMFL,IMFL,IMFL,,IMFL
1023597032412524546,,,,IMFL,IMFL,IMFL,,IMFL
984032360692895744,,,,IMFL,IMFL,IMFL,,IMFL
1044642671388741632,,,,IMFL,IMFL,IMFL,,IMFL
997969365873123328,,,,IMFL,IMFL,IMFL,,IMFL
1023550291994660864,,,,IMFL,IMFL,IMFL,,IMFL
1044641435268665345,,,,IMFL,IMFL,IMFL,,IMFL
998209681515524096,,,,IMFL,IMFL,IMFL,,IMFL
