,,,,Labels After Replacement ,,,,
988712117263044608,,,,IRNE,IRNE,IRNE,,IRNE
994913536890548225,,,,IRNE,IRNE,IRNE,,IRNE
981556949501317121,,,,IMDS,IRNE,IMDS,,IMDS
994166188732223489,,,,IRNE,IRNE,IRNE,,IRNE
987785558805176320,,,,IMDS,IMDS,IMDS,,IMDS
994244988463697920,,,,IRNE,IRNE,IRNE,,IRNE
998673546984460290,,,,IMFL,IRNE,IRNE,,IRNE
988438331007610880,,,,IMDS,IMDS,IMDS,,IMDS
983465668443066368,,,,IMDS,IMDS,IMDS,,IMDS
989764185675382791,,,,IMDS,IMDS,IRNE,,IMDS
1005547678623821827,,,,IMDS,IMDS,IMDS,,IMDS
992017027610103808,,,,IRNE,IMDS,IRNE,,IRNE
979702232311582720,,,,IRNE,IRNE,IRNE,,IRNE
1022880585750958080,,,,IMDS,IMDS,IMDS,,IMDS
1039597186869342208,,,,IRNE,IMDS,IRNE,,IRNE
1037318397896351745,,,,IRNE,IMDS,IMDS,,IMDS
973794912603959296,,,,IRNE,IMDS,IRNE,,IRNE
993990811833503745,,,,IMDS,IMDS,IMDS,,IMDS
1037649399206354946,,,,IRNE,IRNE,IRNE,,IRNE
984823877279928320,,,,IMDS,IMDS,IMDS,,IMDS
987826302131605504,,,,IMDS,IMDS,IMDS,,IMDS
981571925733445633,,,,IMDS,IMDS,IMDS,,IMDS
989292979973013504,,,,IMDS,IMDS,IMDS,,IMDS
989531865517379584,,,,IMDS,IMDS,IMDS,,IMDS
993381066638528513,,,,IRNE,IRNE,IRNE,,IRNE
988015249239560193,,,,IMDS,IMDS,IMDS,,IMDS
974781661761110022,,,,IRNE,IRNE,IRNE,,IRNE
977957273585713152,,,,IRNE,IRNE,IRNE,,IRNE
988057204963139585,,,,IMDS,IMDS,IMDS,,IMDS
981570277992779776,,,,IMDS,IMDS,IMDS,,IMDS
988539163245973505,,,,IRNE,IRNE,IRNE,,IRNE
983411576882548736,,,,IMDS,IMDS,IMDS,,IMDS
979728010441052160,,,,IRNE,IRNE,IRNE,,IRNE
994912652391604224,,,,IRNE,IRNE,IRNE,,IRNE
989799073577357312,,,,IMDS,IMDS,IMDS,,IMDS
981275966952673280,,,,IMDS,IMDS,IMDS,,IMDS
994902749623062528,,,,IMDS,IMDS,IMDS,,IMDS
979738858299494402,,,,IRNE,IRNE,IRNE,,IRNE
973972189807595521,,,,IRNE,IRNE,IRNE,,IRNE
991727805133082624,,,,IRNE,IMDS,IMDS,,IMDS
1045344921710931969,,,,IMDS,IMDS,IMDS,,IMDS
989887969623494656,,,,IMDS,IMDS,IMDS,,IMDS
987771526438178820,,,,IMDS,IRNE,IRNE,,IRNE
981559594051829760,,,,IMDS,IMDS,IMDS,,IMDS
989815002327666688,,,,IMDS,IMDS,IMDS,,IMDS
991780716827553792,,,,IRNE,IMDS,IRNE,,IRNE
984407547468832768,,,,IRNE,IRNE,IRNE,,IRNE
984830072585670658,,,,IMDS,IMDS,IMDS,,IMDS
981571362400751616,,,,IMDS,IMDS,IMDS,,IMDS
979846732547809281,,,,IMDS,IMDS,IMDS,,IMDS
983410897879265280,,,,IMDS,IMDS,IMDS,,IMDS
980181339809943552,,,,IRNE,IRNE,IRNE,,IRNE
984791482677846016,,,,IMDS,IMDS,IMDS,,IMDS
984897761719062529,,,,IMDS,IMDS,IMDS,,IMDS
981590250366668803,,,,IMDS,IMDS,IMDS,,IMDS
995359111872053248,,,,IMDS,IMDS,IMDS,,IMDS
1045689706598490112,,,,IMDS,IMDS,IMDS,,IMDS
979716696926773249,,,,IMDS,IMDS,IMDS,,IMDS
984423403863117824,,,,IRNE,IMDS,IRNE,,IRNE
979699267496501248,,,,IMDS,IMDS,IRNE,,IMDS
994656430090346496,,,,IRNE,IRNE,IRNE,,IRNE
979743996242141184,,,,IMDS,IMDS,IMDS,,IMDS
1039598233146859521,,,,IMDS,IMDS,IMDS,,IMDS
984901689210802176,,,,IMDS,IMDS,IMDS,,IMDS
980475017476665345,,,,IMDS,IMDS,IMDS,,IMDS
981997671207591942,,,,IRNE,IMDS,IRNE,,IRNE
977800638615650304,,,,IRNE,IRNE,IRNE,,IRNE
989528113146146816,,,,IMDS,IMDS,IMDS,,IMDS
989112899653242881,,,,IMFL,IMDS,IMDS,,IMDS
993876942029049858,,,,IMDS,IMDS,IMDS,,IMDS
986541260533063685,,,,IMDS,IMDS,IMDS,,IMDS
988390187674865666,,,,IRNE,IMDS,IRNE,,IRNE
991731639943356418,,,,IMDS,IMDS,IMDS,,IMDS
999672101882736640,,,,IMDS,IMDS,IMDS,,IMDS
989529095418580992,,,,IMDS,IMDS,IMDS,,IMDS
981220317501755393,,,,IMDS,IMDS,IRNE,,IMDS
999038955294265344,,,,IRNE,IRNE,IMDS,,IRNE
993585347018788864,,,,IMDS,IMDS,IMDS,,IMDS
991792693641732097,,,,IRNE,IRNE,IRNE,,IRNE
980125240373243905,,,,IMDS,IMDS,IMDS,,IMDS
994275528675856384,,,,IRNE,IRNE,IRNE,,IRNE
974672519549644801,,,,IRNE,IRNE,IRNE,,IRNE
997639230682693633,,,,IRNE,IMDS,IRNE,,IRNE
979099566111969287,,,,IRNE,IRNE,IRNE,,IRNE
979701143361245184,,,,IMDS,IMDS,IRNE,,IMDS
1028712641622106112,,,,IRNE,IRNE,IRNE,,IRNE
994924673799475203,,,,IMDS,IMDS,IMDS,,IMDS
1013488246377078785,,,,IMDS,IMDS,IMDS,,IMDS
1001274128287100928,,,,IRNE,IRNE,IRNE,,IRNE
990096621093433345,,,,IMDS,IMDS,IMDS,,IMDS
994980433719971840,,,,IMDS,IMDS,IMDS,,IMDS
978008107455533057,,,,IRNE,IRNE,IRNE,,IRNE
981664937805340672,,,,IMDS,IMDS,IMDS,,IMDS
979726414260862976,,,,IMDS,IMDS,IMDS,,IMDS
988137569316737024,,,,IRNE,IRNE,IRNE,,IRNE
1044876069852073984,,,,IMDS,IMDS,IMDS,,IMDS
1034858139244535808,,,,IRNE,IRNE,IRNE,,IRNE
981561809567211527,,,,IMDS,IMDS,IMDS,,IMDS
983950837398548481,,,,IRNE,IMDS,IMDS,,IMDS
994983806120660993,,,,IMDS,IRNE,IMDS,,IMDS
980373125815832576,,,,IRNE,IRNE,IRNE,,IRNE
993801159851864064,,,,IMDS,IMDS,IMDS,,IMDS
988178999737311232,,,,IMDS,IMDS,IMDS,,IMDS
979710724627927040,,,,IRNE,IRNE,IRNE,,IRNE
988590027780354048,,,,IMDS,IRNE,IRNE,,IRNE
989807433404043264,,,,IMDS,IMDS,IMDS,,IMDS
979739038923059200,,,,IRNE,IMDS,IRNE,,IRNE
988915749434601475,,,,IMDS,IMDS,IMDS,,IMDS
973185879564017665,,,,IRNE,IMDS,IRNE,,IRNE
994904437587107840,,,,IMDS,IMDS,IMDS,,IMDS
994921871173808128,,,,IMDS,IMDS,IMDS,,IMDS
994982391268675587,,,,IMDS,IMDS,IMDS,,IMDS
993957624810016773,,,,IMDS,IMDS,IMDS,,IMDS
980102370683219968,,,,IMDS,IMDS,IMDS,,IMDS
994364907062726657,,,,IRNE,IRNE,IRNE,,IRNE
973794116315287552,,,,IRNE,IRNE,IRNE,,IRNE
981650438176038915,,,,IMDS,IRNE,IMDS,,IMDS
988387952605704192,,,,IMDS,IMDS,IMDS,,IMDS
1022902455548477441,,,,IMDS,IMDS,IRNE,,IMDS
977816777655799808,,,,IRNE,IMDS,IRNE,,IRNE
994403914710646785,,,,IRNE,IRNE,IRNE,,IRNE
977976328627671040,,,,IRNE,IRNE,IRNE,,IRNE
994898366860595201,,,,IRNE,IRNE,IRNE,,IRNE
995199545515630592,,,,IMDS,IMDS,IMDS,,IMDS
988131375130791936,,,,IMDS,IMDS,IMDS,,IMDS
988047759377920000,,,,IMDS,IMDS,IMDS,,IMDS
984898808877379584,,,,IMDS,IMDS,IMDS,,IMDS
981559814164811776,,,,IMDS,IMDS,IMDS,,IMDS
1044906646718337024,,,,IRNE,IRNE,IRNE,,IRNE
981585831205974016,,,,IMDS,IMDS,IMDS,,IMDS
979115160701886464,,,,IMDS,IRNE,IRNE,,IRNE
984782619073183745,,,,IRNE,IRNE,IRNE,,IRNE
979722605124096000,,,,IMDS,IMDS,IMDS,,IMDS
1033727217237479425,,,,IRNE,IMDS,IMDS,,IMDS
1022164678196244485,,,,IMDS,IRNE,IMDS,,IMDS
984335575841955840,,,,IRNE,IRNE,IRNE,,IRNE
980099081170276354,,,,IMDS,IMDS,IMDS,,IMDS
980030787360841729,,,,IMDS,IMDS,IMDS,,IMDS
991706684979646464,,,,IMDS,IMDS,IMDS,,IMDS
977850908703850496,,,,IMDS,IMDS,IMDS,,IMDS
994950240175296512,,,,IMDS,IMDS,IMDS,,IMDS
977951650722787328,,,,IMDS,IMDS,IMDS,,IMDS
995279531194843136,,,,IRNE,IRNE,IRNE,,IRNE
974898520682651648,,,,IRNE,IRNE,IRNE,,IRNE
974914313969438721,,,,IRNE,IRNE,IMDS,,IRNE
977804094785163264,,,,IRNE,IRNE,IRNE,,IRNE
979741850146934784,,,,IMDS,IMDS,IMDS,,IMDS
995303952949350400,,,,IMDS,IMDS,IMDS,,IMDS
979326212060471296,,,,IRNE,IRNE,IRNE,,IRNE
974915143258791936,,,,IRNE,IRNE,IRNE,,IRNE
974850114283016192,,,,IRNE,IRNE,IRNE,,IRNE
979740539166887936,,,,IMDS,IMDS,IMDS,,IMDS
988178204694405120,,,,IMDS,IMDS,IMDS,,IMDS
979562953308454913,,,,IMDS,IMDS,IMDS,,IMDS
995726919646760961,,,,IMDS,IMDS,IMDS,,IMDS
1046433961801641987,,,,IRNE,IRNE,IRNE,,IRNE
981232915471269889,,,,IMDS,IMDS,IMDS,,IMDS
990272789293789184,,,,IRNE,IMDS,IMDS,,IMDS
974916374765109248,,,,IRNE,IRNE,IMDS,,IRNE
977819405458518022,,,,IRNE,IRNE,IRNE,,IRNE
991256335906951168,,,,IRNE,IRNE,IRNE,,IRNE
981647985191931904,,,,IMDS,IMDS,IMDS,,IMDS
984166702672941061,,,,IRNE,IRNE,IRNE,,IRNE
997641488480825344,,,,IMDS,IMDS,IMDS,,IMDS
981884915703795712,,,,IMDS,IMDS,IMDS,,IMDS
994902395149840384,,,,IMDS,IMDS,IMDS,,IMDS
987762165200375808,,,,IRNE,IRNE,IRNE,,IRNE
1005543948981547008,,,,IMDS,IMDS,IMDS,,IMDS
984760460368113664,,,,IRNE,IRNE,IRNE,,IRNE
1044859415160066050,,,,IMDS,IMDS,IMDS,,IMDS
999681896840822785,,,,IMDS,IRNE,IRNE,,IRNE
989907590674046978,,,,IRNE,IRNE,IRNE,,IRNE
999936171894599681,,,,IMDS,IMDS,IMDS,,IMDS
979774660685582336,,,,IMDS,IMDS,IMDS,,IMDS
979777286332395520,,,,IMDS,IMDS,IMDS,,IMDS
1003197431323025408,,,,IMDS,IMDS,IMDS,,IMDS
994982228680761344,,,,IMDS,IMDS,IMDS,,IMDS
994946164356247552,,,,IMDS,IMDS,IRNE,,IMDS
988067147753586689,,,,IRNE,IRNE,IRNE,,IRNE
995070196728647680,,,,IRNE,IRNE,IRNE,,IRNE
980094380387250176,,,,IRNE,IRNE,IRNE,,IRNE
988175322846724097,,,,IMDS,IMDS,IRNE,,IMDS
995547621958848513,,,,IMDS,IMDS,IMDS,,IMDS
993334108943200256,,,,IRNE,IRNE,IRNE,,IRNE
974768036086534150,,,,IRNE,IRNE,IRNE,,IRNE
984892528427225088,,,,IRNE,IRNE,IRNE,,IRNE
981231930590072832,,,,IMDS,IMDS,IMDS,,IMDS
979723172416245760,,,,IMDS,IMDS,IMDS,,IMDS
1037662178550185984,,,,IMDS,IMDS,IRNE,,IMDS
1044686478138396674,,,,IRNE,IMDS,IRNE,,IRNE
987796060130201600,,,,IMDS,IMDS,IMDS,,IMDS
991746486512779264,,,,IMDS,IMDS,IMDS,,IMDS
993777762665103363,,,,IRNE,IMDS,IMDS,,IMDS
984439922508619777,,,,IRNE,IMDS,IRNE,,IRNE
1022588062667350017,,,,IMDS,IMDS,IMDS,,IMDS
1005547004125171713,,,,IMDS,IMDS,IMDS,,IMDS
981577980060340225,,,,IMDS,IMDS,IMDS,,IMDS
988169591452065793,,,,IRNE,IRNE,IRNE,,IRNE
979738219851014144,,,,IRNE,IRNE,IRNE,,IRNE
979726161772273670,,,,IMDS,IMDS,IRNE,,IMDS
979752610629550082,,,,IMDS,IMDS,IMDS,,IMDS
988096188808392705,,,,IMDS,IMDS,IMDS,,IMDS
1014921327482888192,,,,IRNE,IRNE,IRNE,,IRNE
994990273485852672,,,,IMDS,IMDS,IMDS,,IMDS
981570023692095489,,,,IMDS,IMDS,IMDS,,IMDS
979743220488908801,,,,IMDS,IMDS,IMDS,,IMDS
988390298396094464,,,,IMDS,IMDS,IMDS,,IMDS
995436473406185473,,,,IMDS,IMDS,IMDS,,IMDS
994141900192940032,,,,IMDS,IMDS,IMDS,,IMDS
988390354469736448,,,,IMDS,IMDS,IMDS,,IMDS
981259295034609665,,,,IMDS,IMDS,IMDS,,IMDS
997785582783860736,,,,IMDS,IMDS,IMDS,,IMDS
984772704137109504,,,,IRNE,IRNE,IRNE,,IRNE
983529322681167874,,,,IRNE,IRNE,IRNE,,IRNE
998598053593575424,,,,IRNE,IRNE,IRNE,,IRNE
997871543136018432,,,,IMDS,IMDS,IMDS,,IMDS
988112437059751936,,,,IRNE,IRNE,IRNE,,IRNE
1037229845523124224,,,,IRNE,IRNE,IRNE,,IRNE
994990557108883463,,,,IRNE,IRNE,IRNE,,IRNE
981635002512355328,,,,IMDS,IMDS,IMDS,,IMDS
1037804555071840257,,,,IMDS,IMDS,IMDS,,IMDS
984780972699934720,,,,IRNE,IRNE,IRNE,,IRNE
979699783320461313,,,,IRNE,IRNE,IRNE,,IRNE
988124317270642689,,,,IRNE,IRNE,IRNE,,IRNE
995325338111627264,,,,IMDS,IMDS,IRNE,,IMDS
979744567208693760,,,,IRNE,IRNE,IRNE,,IRNE
984831359876255745,,,,IMDS,IMDS,IMDS,,IMDS
979736651474890752,,,,IMDS,IMDS,IMDS,,IMDS
991751791137251328,,,,IMDS,IMDS,IMDS,,IMDS
979732622107607041,,,,IMDS,IMDS,IMDS,,IMDS
980044242201530368,,,,IMDS,IMDS,IMDS,,IMDS
995350333852454912,,,,IRNE,IRNE,IMDS,,IRNE
1037658674682986496,,,,IRNE,IRNE,IRNE,,IRNE
993438466582171653,,,,IMDS,IMDS,IMDS,,IMDS
981576157580746757,,,,IMDS,IMDS,IMDS,,IMDS
1005545270686437376,,,,IMDS,IMDS,IMDS,,IMDS
1022867009011376129,,,,IMDS,IMDS,IMDS,,IMDS
973796381080072192,,,,IRNE,IRNE,IRNE,,IRNE
973934040742014977,,,,IRNE,IRNE,IRNE,,IRNE
988109217306423296,,,,IMDS,IMDS,IMDS,,IMDS
988402958797819904,,,,IMDS,IRNE,IRNE,,IRNE
981230177739882496,,,,IMDS,IMDS,IMDS,,IMDS
981817985282314240,,,,IRNE,IRNE,IRNE,,IRNE
1039599938034905088,,,,IMDS,IMDS,IMDS,,IMDS
979701165565849600,,,,IRNE,IMDS,IRNE,,IRNE
1038003397331509249,,,,IRNE,IMDS,IRNE,,IRNE
981623105813733378,,,,IRNE,IMDS,IRNE,,IRNE
979721158445752320,,,,IMDS,IMDS,IMDS,,IMDS
984250504497811456,,,,IMDS,IMDS,IMDS,,IMDS
995274302843957249,,,,IRNE,IRNE,IRNE,,IRNE
989677956858613762,,,,IRNE,IRNE,IRNE,,IRNE
979447292154601473,,,,IMDS,IRNE,IMDS,,IMDS
1039897098991415296,,,,IMDS,IMDS,IMDS,,IMDS
988175732819054593,,,,IMDS,IMDS,IMDS,,IMDS
994564592062943232,,,,IRNE,IRNE,IRNE,,IRNE
994641174269964293,,,,IRNE,IRNE,IMDS,,IRNE
984782340462432256,,,,IRNE,IRNE,IRNE,,IRNE
979801359196348418,,,,IMDS,IMDS,IMDS,,IMDS
995551864887414784,,,,IMDS,IMDS,IMDS,,IMDS
981570674203484160,,,,IMDS,IMDS,IMDS,,IMDS
984375954524069888,,,,IMDS,IMDS,IMDS,,IMDS
992014198757568513,,,,IRNE,IRNE,IRNE,,IRNE
995286557388165121,,,,IMDS,IMDS,IMDS,,IMDS
980047410444537857,,,,IRNE,IRNE,IRNE,,IRNE
995957128673325056,,,,IMDS,IMDS,IMDS,,IMDS
979766481553588224,,,,IMDS,IMDS,IMDS,,IMDS
988112349059076096,,,,IRNE,IRNE,IRNE,,IRNE
993420337021898755,,,,IMDS,IMDS,IMDS,,IMDS
993822149596065792,,,,IRNE,IRNE,IRNE,,IRNE
1037800592926826496,,,,IMDS,IMDS,IMDS,,IMDS
1031232995603238913,,,,IMDS,IMDS,IMDS,,IMDS
981583517711847426,,,,IMDS,IMDS,IMDS,,IMDS
980066251895656448,,,,IMDS,IMDS,IMDS,,IMDS
974895876903702528,,,,IRNE,IRNE,IRNE,,IRNE
981557649035747334,,,,IMDS,IMDS,IMDS,,IMDS
981980388049342464,,,,IMDS,IMDS,IMDS,,IMDS
979299733775765504,,,,IMDS,IMDS,IMDS,,IMDS
1022596169464270848,,,,IMDS,IMDS,IMDS,,IMDS
980145466733223936,,,,IMDS,IMDS,IMDS,,IMDS
988516985783930880,,,,IRNE,IRNE,IRNE,,IRNE
989532935996018694,,,,IMDS,IMDS,IMDS,,IMDS
986506598796419074,,,,IRNE,IRNE,IRNE,,IRNE
988395049129009153,,,,IMDS,IMDS,IMDS,,IMDS
1033748262929481728,,,,IRNE,IRNE,IRNE,,IRNE
980048705469472769,,,,IMDS,IMDS,IMDS,,IMDS
988161972427509761,,,,IRNE,IRNE,IMDS,,IRNE
984780598635089923,,,,IMDS,IMDS,IMDS,,IMDS
981971609559945216,,,,IMDS,IMDS,IMDS,,IMDS
984428511464230912,,,,IMDS,IMDS,IMDS,,IMDS
993438589517262849,,,,IRNE,IRNE,IRNE,,IRNE
1005173174416310272,,,,IMDS,IMDS,IMDS,,IMDS
1037439138000236552,,,,IMDS,IMDS,IRNE,,IMDS
993453827289374720,,,,IMDS,IMDS,IMDS,,IMDS
988892964054290432,,,,IRNE,IRNE,IRNE,,IRNE
988011247542132736,,,,IMDS,IMDS,IMDS,,IMDS
979116119154937857,,,,IRNE,IRNE,IRNE,,IRNE
977959023214460928,,,,IRNE,IMDS,IMDS,,IMDS
1022919400826068995,,,,IMDS,IMDS,IRNE,,IMDS
993559393642926080,,,,IMDS,IMDS,IMDS,,IMDS
993936167660933120,,,,IRNE,IRNE,IRNE,,IRNE
1031247019946516482,,,,IRNE,IRNE,IRNE,,IRNE
994560550230220800,,,,IRNE,IRNE,IRNE,,IRNE
974728407459270658,,,,IRNE,IRNE,IRNE,,IRNE
988128810766913537,,,,IMDS,IMDS,IMDS,,IMDS
979744555959496706,,,,IMDS,IMDS,IMDS,,IMDS
988152716919738369,,,,IRNE,IRNE,IRNE,,IRNE
988142554049892353,,,,IRNE,IMDS,IMDS,,IMDS
986542384946339841,,,,IMDS,IMDS,IMDS,,IMDS
979256848556658688,,,,IMDS,IMDS,IMDS,,IMDS
973806224633409536,,,,IRNE,IRNE,IMDS,,IRNE
988400698898440192,,,,IMDS,IMDS,IMDS,,IMDS
979714005769052161,,,,IMDS,IMDS,IMDS,,IMDS
991892687073751040,,,,IRNE,IRNE,IRNE,,IRNE
974686118863081474,,,,IRNE,IRNE,IRNE,,IRNE
995550411892363269,,,,IMDS,IMDS,IMDS,,IMDS
981595126945501185,,,,IRNE,IMDS,IMDS,,IMDS
984438791938166784,,,,IMDS,IMDS,IMDS,,IMDS
981599022195576832,,,,IMDS,IMDS,IMDS,,IMDS
1000420136124370947,,,,IMDS,IMDS,IMDS,,IMDS
970535429853405184,,,,IRNE,IRNE,IRNE,,IRNE
981559226102374400,,,,IMDS,IMDS,IMDS,,IMDS
998651411754778624,,,,IRNE,IRNE,IRNE,,IRNE
988438768674922496,,,,IRNE,IRNE,IRNE,,IRNE
984333113672261632,,,,IMDS,IMDS,IMDS,,IMDS
995209347411185665,,,,IRNE,IMDS,IRNE,,IRNE
979257750143324160,,,,IMDS,IMDS,IMDS,,IMDS
979754836580331520,,,,IMDS,IRNE,IRNE,,IRNE
988780617767817216,,,,IMDS,IMDS,IMDS,,IMDS
979688793660907520,,,,IMDS,IMDS,IMDS,,IMDS
1022866474711621637,,,,IMDS,IMDS,IMDS,,IMDS
979113539494391808,,,,IRNE,IRNE,IMDS,,IRNE
988387507963383808,,,,IMDS,IMDS,IMDS,,IMDS
984826842921172993,,,,IMDS,IMDS,IMDS,,IMDS
981570428866088960,,,,IMDS,IMDS,IMDS,,IMDS
979742368537743360,,,,IRNE,IRNE,IRNE,,IRNE
994641350376255489,,,,IRNE,IRNE,IRNE,,IRNE
991409372453580800,,,,IRNE,IRNE,IRNE,,IRNE
990223039735398400,,,,IMDS,IMDS,IMDS,,IMDS
988135608488005632,,,,IMDS,IMDS,IMDS,,IMDS
980181950777511936,,,,IRNE,IRNE,IRNE,,IRNE
998626064468402176,,,,IRNE,IRNE,IRNE,,IRNE
979107266455638016,,,,IRNE,IRNE,IRNE,,IRNE
981624489279664129,,,,IMDS,IMDS,IMDS,,IMDS
988384155946967040,,,,IMDS,IMDS,IMDS,,IMDS
994355598862012416,,,,IMDS,IMDS,IMDS,,IMDS
994903468967170050,,,,IMDS,IMDS,IMDS,,IMDS
979729344049434624,,,,IMDS,IMDS,IMDS,,IMDS
979483518731419648,,,,IRNE,IRNE,IRNE,,IRNE
981572196530343937,,,,IMDS,IMDS,IMDS,,IMDS
984065042109927424,,,,IRNE,IRNE,IRNE,,IRNE
1038012586271432704,,,,IRNE,IRNE,IRNE,,IRNE
1038439386990485504,,,,IMDS,IMDS,IRNE,,IMDS
994981796084371457,,,,IMDS,IMDS,IMDS,,IMDS
994982781808709632,,,,IMDS,IMDS,IRNE,,IMDS
979696948121915393,,,,IRNE,IRNE,IRNE,,IRNE
979760959391719426,,,,IMDS,IMDS,IMDS,,IMDS
995204068074246145,,,,IMDS,IMDS,IMDS,,IMDS
983978305874472960,,,,IRNE,IRNE,IRNE,,IRNE
980043855935492097,,,,IMDS,IMDS,IMDS,,IMDS
1037439870887751683,,,,IRNE,IMDS,IMDS,,IMDS
988397782296924161,,,,IMDS,IMDS,IMDS,,IMDS
987802169373024259,,,,IRNE,IRNE,IRNE,,IRNE
1031217692391481346,,,,IMDS,IMDS,IMDS,,IMDS
981489691236106240,,,,IRNE,IMDS,IMDS,,IMDS
999372245658144768,,,,IMDS,IMDS,IMDS,,IMDS
989559252560891905,,,,IMDS,IMDS,IMDS,,IMDS
988390168792109056,,,,IMDS,IMDS,IMDS,,IMDS
970321638838464512,,,,IMDS,IMDS,IRNE,,IMDS
995338699960352768,,,,IMDS,IMDS,IRNE,,IMDS
979357232079962113,,,,IMDS,IMDS,IMDS,,IMDS
979724982199750657,,,,IMDS,IMDS,IMDS,,IMDS
1039188745176670208,,,,IRNE,IMDS,IMDS,,IMDS
1039072628227629056,,,,IRNE,IMDS,IRNE,,IRNE
1005463375403503616,,,,IMDS,IRNE,IRNE,,IRNE
981653353032830977,,,,IMDS,IMDS,IMDS,,IMDS
980056940666552320,,,,IMDS,IMDS,IMDS,,IMDS
979711265932267525,,,,IMDS,IMDS,IMDS,,IMDS
981562733916286976,,,,IMDS,IMDS,IMDS,,IMDS
980181440687214592,,,,IRNE,IRNE,IRNE,,IRNE
974882738544234496,,,,IRNE,IRNE,IRNE,,IRNE
988057052147802114,,,,IRNE,IRNE,IRNE,,IRNE
1005541507565342721,,,,IMDS,IMDS,IMDS,,IMDS
989533803365457920,,,,IMDS,IMDS,IMDS,,IMDS
988073048791187456,,,,IRNE,IRNE,IRNE,,IRNE
988389967163424768,,,,IMDS,IMDS,IMDS,,IMDS
1001730451076276224,,,,IMDS,IMDS,IMDS,,IMDS
1037654605537132544,,,,IRNE,IRNE,IRNE,,IRNE
980881663264739331,,,,IMDS,IMDS,IMDS,,IMDS
1023539959498788864,,,,IRNE,IMDS,IRNE,,IRNE
1022878737837240320,,,,IRNE,IRNE,IRNE,,IRNE
970794302732406785,,,,IRNE,IRNE,IRNE,,IRNE
991751259450462208,,,,IMDS,IMDS,IMDS,,IMDS
1001946039027486721,,,,IRNE,IMDS,IRNE,,IRNE
981622422544805888,,,,IRNE,IRNE,IRNE,,IRNE
981570696135561217,,,,IMDS,IMDS,IMDS,,IMDS
988124310660362242,,,,IMDS,IMDS,IMDS,,IMDS
981564963482370049,,,,IMDS,IMDS,IRNE,,IMDS
981452296751108097,,,,IRNE,IRNE,IRNE,,IRNE
1044647835470360577,,,,IMDS,IMDS,IMDS,,IMDS
981913090445934597,,,,IRNE,IRNE,IRNE,,IRNE
980152769582641152,,,,IMDS,IMDS,IMDS,,IMDS
994670254650470402,,,,IMDS,IMDS,IRNE,,IMDS
981611250839969793,,,,IRNE,IMDS,IRNE,,IRNE
994904233861369856,,,,IMDS,IMDS,IMDS,,IMDS
979275860963446784,,,,IMDS,IMDS,IMDS,,IMDS
978044248720400384,,,,IRNE,IRNE,IRNE,,IRNE
988033259824189440,,,,IMDS,IMDS,IMDS,,IMDS
989846710389301249,,,,IRNE,IRNE,IRNE,,IRNE
994541625987747841,,,,IRNE,IRNE,IRNE,,IRNE
988493099860217859,,,,IRNE,IRNE,IRNE,,IRNE
981564775435067392,,,,IMDS,IMDS,IMFL,,IMDS
1022930026952646657,,,,IRNE,IRNE,IRNE,,IRNE
980125254247964677,,,,IMDS,IRNE,IRNE,,IRNE
981561540355743744,,,,IMDS,IMDS,IMDS,,IMDS
993964651355492352,,,,IRNE,IRNE,IMDS,,IRNE
981568689433645056,,,,IMDS,IMDS,IMDS,,IMDS
1024018151791620097,,,,IRNE,IRNE,IMDS,,IRNE
990091813728989184,,,,IRNE,IRNE,IRNE,,IRNE
988065510330961920,,,,IMDS,IMDS,IMFL,,IMDS
1000791314793877504,,,,IRNE,IRNE,IRNE,,IRNE
989564062177611777,,,,IMDS,IMDS,IMDS,,IMDS
979493507382603777,,,,IRNE,IRNE,IRNE,,IRNE
981957128792485889,,,,IRNE,IRNE,IRNE,,IRNE
979385818371559424,,,,IRNE,IRNE,IRNE,,IRNE
979834291130683392,,,,IRNE,IMDS,IRNE,,IRNE
984009687845752834,,,,IRNE,IRNE,IRNE,,IRNE
980086846163181569,,,,IMDS,IMDS,IRNE,,IMDS
995547871771611136,,,,IMDS,IRNE,IMDS,,IMDS
1014586508987248640,,,,IRNE,IRNE,IRNE,,IRNE
995379169751117824,,,,IRNE,IRNE,IRNE,,IRNE
1000896769855762432,,,,IRNE,IRNE,IRNE,,IRNE
979467408586039296,,,,IRNE,IRNE,IRNE,,IRNE
979410835180281857,,,,IRNE,IRNE,IRNE,,IRNE
1045346226445725698,,,,IRNE,IRNE,IRNE,,IRNE
984105371617898497,,,,IMDS,IRNE,IMDS,,IMDS
977882028527030272,,,,IRNE,IRNE,IRNE,,IRNE
992445095780724736,,,,IRNE,IRNE,IMDS,,IRNE
980823207400951809,,,,IRNE,IRNE,IRNE,,IRNE
984894279033196545,,,,IRNE,IRNE,IRNE,,IRNE
1045346411963973632,,,,IRNE,IRNE,IRNE,,IRNE
980874089773617159,,,,IMDS,IMDS,IMDS,,IMDS
987919001400508416,,,,IRNE,IRNE,IRNE,,IRNE
1000108286270693376,,,,IRNE,IRNE,IRNE,,IRNE
994550783818465280,,,,IRNE,IRNE,IRNE,,IRNE
988052065573318656,,,,IRNE,IRNE,IRNE,,IRNE
988385150982676480,,,,IMDS,IMDS,IMDS,,IMDS
1046148010588229632,,,,IRNE,IRNE,IRNE,,IRNE
981657212002209793,,,,IMDS,IMDS,IMDS,,IMDS
