,,,Annotator 1,,,Annotator 2,,,Annotator 3,,,Annotator Labels ,,,,Labels Replacement ,,,,
984689556388753409,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
1042303438686756864,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1039875974266073088,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1038807228671770627,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1003369794089963521,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000215436393410560,,,WA,DS,,IR,NE,,IM,DS,,WADS,IRNE,IMDS,,IRNE,IRNE,IMDS,,IRNE
981535194418212865,,,IM,DS,,WA,DS,,WA,DS,,IMDS,WADS,WADS,,IMDS,IRNE,IRNE,,IRNE
984677073955549184,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
994936918596079616,,,IR,NE,,IR,NE,,IM,FL,,IRNE,IRNE,IMFL,,IRNE,IRNE,IMFL,,IRNE
988006912368304128,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979714660176973825,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
998990545543458817,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1015283468337631232,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988923041613742081,,,IM,DS,,IR,NE,,IM,DS,,IMDS,IRNE,IMDS,,IMDS,IRNE,IMDS,,IMDS
979693957809623040,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
980076343722377217,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997548911941373952,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
979752276674908161,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1023960700014796800,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1044952621352669185,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
974673151434133505,,,IM,DS,,IR,NE,,WA,DS,,IMDS,IRNE,WADS,,IMDS,IRNE,IRNE,,IRNE
977850415369932801,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989569771887824896,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
998741543094800387,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
979198820419559425,,,IR,NE,,IR,NE,,IM,DS,,IRNE,IRNE,IMDS,,IRNE,IRNE,IMDS,,IRNE
979868211075272704,,,IM,DS,,IR,NE,,IM,DS,,IMDS,IRNE,IMDS,,IMDS,IRNE,IMDS,,IMDS
990285007431393280,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989620510341386240,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
980097694352932866,,,IM,DS,,IR,NE,,IM,DS,,IMDS,IRNE,IMDS,,IMDS,IRNE,IMDS,,IMDS
1039585023014387712,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989502511752065024,,,WA,DS,,IR,NE,,WA,DS,,WADS,IRNE,WADS,,IRNE,IRNE,IRNE,,IRNE
993990816799580161,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1003274217041879041,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1023969793047707650,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1039338364707713024,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988046100631375872,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
990156186862354432,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1040328913229176838,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997125134828883968,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994316575921623041,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
973333887085613056,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994166335004467200,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
992869899965009920,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
980397897689780230,,,HI,DS,,HI,DS,,HI,DS,,HIDS,HIDS,HIDS,,IRNE,IRNE,IRNE,,IRNE
989528243735842818,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
990522689914916864,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
994261394852806656,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045624980782948353,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
991781966386212864,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988043297686982656,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979887382118924289,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
979746641556230144,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
990381217659936769,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
983933916250824704,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988406737106624512,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988053047938048001,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989530547637628928,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988410295621177345,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
979720089015672833,,,IR,NE,,IR,NE,,IM,DS,,IRNE,IRNE,IMDS,,IRNE,IRNE,IMDS,,IRNE
1034876390414462982,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989530821118832641,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
1033843955199352834,,,IR,NE,,IR,NE,,IM,DS,,IRNE,IRNE,IMDS,,IRNE,IRNE,IMDS,,IRNE
979270763021832192,,,IM,DS,,IR,NE,,IM,DS,,IMDS,IRNE,IMDS,,IMDS,IRNE,IMDS,,IMDS
980480051257933824,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
995487423076491265,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
981550102711033857,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979839798792937480,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
995267417185103872,,,IM,DS,,IR,NE,,IM,DS,,IMDS,IRNE,IMDS,,IMDS,IRNE,IMDS,,IMDS
991650516563308544,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
995380270491750400,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044647458314293248,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041314394607636480,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989557577066393600,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
987801665368657920,,,IM,DS,,WA,DS,,WA,FL,,IMDS,WADS,WAFL,,IMDS,IRNE,IRNE,,IRNE
988127508913688576,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
984116310987681792,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1031234905089486848,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
995272931763683330,,,IM,DS,,WA,DS,,IM,DS,,IMDS,WADS,IMDS,,IMDS,IRNE,IMDS,,IMDS
989801007893839872,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
981628258809733120,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
984300399946534912,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979752289924677636,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988393942260568066,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1031276067259133954,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
999804921275969536,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
1046082710832394242,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
995450551826636801,,,IM,DS,,IM,DS,,WA,DS,,IMDS,IMDS,WADS,,IMDS,IMDS,IRNE,,IMDS
1013892671516106752,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997842459253190656,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
987879832406122497,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1045823456313573382,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
981160551551324160,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1046518180955459584,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994550013677142016,,,IM,DS,,IR,NE,,HI,DS,,IMDS,IRNE,HIDS,,IMDS,IRNE,IRNE,,IRNE
979346320531042305,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
980919586496417792,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988745342857474048,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979748083209826304,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988090168761602048,,,IM,DS,,WA,DS,,IM,DS,,IMDS,WADS,IMDS,,IMDS,IRNE,IMDS,,IMDS
990121239476932608,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1046092940454645760,,,IM,DS,,IR,NE,,IM,DS,,IMDS,IRNE,IMDS,,IMDS,IRNE,IMDS,,IMDS
979722170082480128,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1029352247698907137,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
992348168066134016,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
980455408799232000,,,IR,NE,,IR,NE,,IM,DS,,IRNE,IRNE,IMDS,,IRNE,IRNE,IMDS,,IRNE
989528953328230400,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1023947555292491776,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1046461884013187073,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
980114349489520640,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1014880226604732416,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
999469281816514561,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
991340089312792577,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1039598739193782272,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001465251123089408,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988534701332811776,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994919016421617664,,,IM,DS,,IR,NE,,WA,DS,,IMDS,IRNE,WADS,,IMDS,IRNE,IRNE,,IRNE
994139870388989952,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044648724000059392,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
983706684005797890,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1037478245703270400,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
979709167471603712,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979752782860349440,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989956093756563457,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044644656695398402,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981629399098413061,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
977877177877385216,,,IM,DS,,WA,DS,,WA,DS,,IMDS,WADS,WADS,,IMDS,IRNE,IRNE,,IRNE
995350216722264072,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
984830529584467968,,,IM,DS,,WA,DS,,IM,DS,,IMDS,WADS,IMDS,,IMDS,IRNE,IMDS,,IMDS
990475070563868673,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
1042511033460576256,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
981670037307232256,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
980168691097718784,,,IR,NE,,IR,NE,,IM,DS,,IRNE,IRNE,IMDS,,IRNE,IRNE,IMDS,,IRNE
989846028055662592,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
987759110354436096,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
993425038937387008,,,IM,DS,,WA,DS,,WA,DS,,IMDS,WADS,WADS,,IMDS,IRNE,IRNE,,IRNE
989529085117390848,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
991443086948687873,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989524907699654657,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
991271390883074048,,,IM,DS,,IM,DS,,WA,DS,,IMDS,IMDS,WADS,,IMDS,IMDS,IRNE,,IMDS
988414073296613376,,,IR,NE,,IM,DS,,IM,DS,,IRNE,IMDS,IMDS,,IRNE,IMDS,IMDS,,IMDS
979752318802518016,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
979710824439828481,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988029203336646657,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981955274901741570,,,IM,DS,,IR,NE,,IM,DS,,IMDS,IRNE,IMDS,,IMDS,IRNE,IMDS,,IMDS
994339899112394757,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
981667068192940033,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981639911408373761,,,IR,NE,,IM,DS,,IM,DS,,IRNE,IMDS,IMDS,,IRNE,IMDS,IMDS,,IMDS
988495574017114112,,,IR,NE,,IR,NE,,IM,DS,,IRNE,IRNE,IMDS,,IRNE,IRNE,IMDS,,IRNE
990855643811729408,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
1045006556180488193,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
998588352441016320,,,IM,DS,,IR,NE,,IM,DS,,IMDS,IRNE,IMDS,,IMDS,IRNE,IMDS,,IMDS
1039279191655673856,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
995969119278305282,,,WA,DS,,WA,DS,,IM,DS,,WADS,WADS,IMDS,,IRNE,IRNE,IMDS,,IRNE
992670074271039488,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1039230551377498112,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994263944452861952,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994202205174620160,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
995335772952780801,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993942946822213632,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
993470271116980225,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994191599369367554,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
995227214294781953,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979827093776338945,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
980427586198278144,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988385135027544064,,,IM,DS,,IM,DS,,WA,DS,,IMDS,IMDS,WADS,,IMDS,IMDS,IRNE,,IMDS
981662468366831616,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
979759037167390727,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
995360060145590273,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1022873315684352001,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1031235306123677697,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989549023798362112,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988066252835971072,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
981536054728589313,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
980175621216227328,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989607510280757248,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
994951196057264128,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989648608889884674,,,IR,NE,,IM,DS,,IM,DS,,IRNE,IMDS,IMDS,,IRNE,IMDS,IMDS,,IMDS
988043790085746688,,,WA,DS,,IM,DS,,IM,DS,,WADS,IMDS,IMDS,,IRNE,IMDS,IMDS,,IMDS
988451535796531200,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1023935702927659008,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
981585076986220545,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989635934659457027,,,IR,NE,,IM,DS,,IR,NE,,IRNE,IMDS,IRNE,,IRNE,IMDS,IRNE,,IRNE
988441845708546049,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
981615152880652290,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
980060889620590592,,,IM,DS,,IR,NE,,IM,DS,,IMDS,IRNE,IMDS,,IMDS,IRNE,IMDS,,IMDS
989664371210162177,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
981594584903020547,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988171928648200192,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1022886082860466176,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
995273144981184513,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
980160012273188864,,,IR,NE,,IM,DS,,IR,NE,,IRNE,IMDS,IRNE,,IRNE,IMDS,IRNE,,IRNE
988527066990694401,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
984546899599478784,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
983874300888473602,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989604254066401281,,,IM,DS,,IM,DS,,IR,NE,,IMDS,IMDS,IRNE,,IMDS,IMDS,IRNE,,IMDS
984171386682904576,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988056318379548675,,,IM,DS,,WA,DS,,IM,DS,,IMDS,WADS,IMDS,,IMDS,IRNE,IMDS,,IMDS
1028806882507608064,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
981231310969692160,,,IM,DS,,IM,DS,,IR,NE,,IMDS,IMDS,IRNE,,IMDS,IMDS,IRNE,,IMDS
1034854869264474113,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
980140103988326400,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994148739907510272,,,IR,NE,,IM,DS,,IR,NE,,IRNE,IMDS,IRNE,,IRNE,IMDS,IRNE,,IRNE
993428020462604288,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979796397359812610,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
994270742631022592,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988150672402022401,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989871273604939776,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
980141293551661056,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
