,,,Annotator1,,,Annotator2,,,Annotator3,,,Annotator Labels,,,,Labels Replacement,,,,
997654011246505984,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997900319425212416,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997908586117378049,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997911937265618944,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997912067544899585,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997914889057337345,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997925343825682433,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997935241917591552,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997936166765826048,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
997942943142072320,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997943152332898305,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997943232351924225,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997944629302562816,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997946851507699712,,,IR,NE,,HI,AC,,IM,AC,,IRNE,HIAC,IMAC,,IRNE,IMAC,IRNE,,IRNE
997953824718540802,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997956831044669441,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997970193497370624,,,IR,NE,,HI,AC,,IR,NE,,IRNE,HIAC,IRNE,,IRNE,IRNE,IRNE,,IRNE
997972739817385984,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997973531135799296,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997973768189423616,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997979428725710848,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998152027409715200,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998180944237428736,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998193071190937601,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
998252653779046405,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998252481778987010,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998255872563404801,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998269875918385156,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998273667338514432,,,IR,NE,,IM,AC,,IR,NE,,IRNE,IMAC,IRNE,,IRNE,IRNE,IMAC,,IRNE
998279188716118016,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998280522320183296,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998280974688509957,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998282082295189505,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998283034687352832,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998285449469755392,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998282109721759744,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998285284914720769,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998285968045158400,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998286112186658816,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998292047776935938,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998292738704539648,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998292981982617600,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998295825569796096,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998298104960086017,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998298568183119874,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998298750442463232,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998300304067252224,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998301709834309633,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998301935626268673,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998302179390906368,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998302345141374976,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998302469372424192,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998302615724331009,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998302742002139137,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998302943744053255,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998303063327825920,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998303298783457286,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998303434829942784,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998303538416619520,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998303640493416454,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998303845519450112,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998303746449866752,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998304061941342208,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998303963328974849,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998303941099171840,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998305722621485056,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998306123655602176,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998306109508259840,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998306362500280320,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998306726989451264,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998311433292173312,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998314780581560321,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998348843254190081,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998350172248838144,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998358847948550144,,,IR,NE,,IM,AC,,IR,NE,,IRNE,IMAC,IRNE,,IRNE,IRNE,IMAC,,IRNE
998375338571911168,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998373490322477056,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
998419165684883457,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998445068120977408,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998477772904456192,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998478585408172032,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998487024507260928,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998487166836772865,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998494455677292544,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998556866102878208,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998560325963272197,,,IR,NE,,IM,AC,,IM,AC,,IRNE,IMAC,IMAC,,IRNE,IMAC,IMAC,,IMAC
998576751759552512,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
998585451387801600,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998607900791668738,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998660569287876609,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998668622955532288,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998668026294784005,,,IR,NE,,HI,AC,,IR,NE,,IRNE,HIAC,IRNE,,IRNE,IRNE,IRNE,,IRNE
998716666786779137,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
998809184077414400,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
998815739200135168,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998859764556759041,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998868637674102786,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998874686149754880,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998898678432784386,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998926458243428353,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998946798654902272,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998947707044728832,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998947369348722688,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998977198605381632,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998979308713664513,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998980134404321286,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998983599016857602,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999031484836204544,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
999038886583197696,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999058125645807622,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999071540649086976,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
999072770603585536,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999122759262326787,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999135988059394048,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999309457694773249,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999310480458973186,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999312153902534656,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999317764241149953,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999321279156117506,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999323805142007809,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999326429237170176,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999336145912827904,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999364553040453633,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999365852901322752,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999367087700226048,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999369626369843202,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999392056454901760,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999403940990111746,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999405343678476290,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999418487960494081,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999712165127970816,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999747911557746693,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
999763134083715072,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999788834157031424,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999789209992024066,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999803899375595521,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999852631706296320,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999855842257186816,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999873204486377473,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
999935567336038400,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000084589904388098,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000086635432890374,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000086748800614401,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000100362924314630,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000102239065735169,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000106899986055168,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000130498147049473,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000130683761778689,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000135462135238656,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000141879550398464,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000146016232923136,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
1000220534125334528,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000240720886812672,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000273659574046720,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000291701020340224,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
1000304799345078272,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000305311649906688,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000349751622152193,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000379662374227968,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000425833020801024,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000443661405097986,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000450004367134720,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000495713464324096,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000503676627247104,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000504170460405760,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000509525559037953,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000510457952776195,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000522992596774913,,,IR,NE,,IM,AC,,IM,AC,,IRNE,IMAC,IMAC,,IRNE,IMAC,IMAC,,IMAC
1000532776859459584,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000544797424316416,,,IR,NE,,IM,AC,,IR,NE,,IRNE,IMAC,IRNE,,IRNE,IRNE,IMAC,,IRNE
1000545080590176257,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000547635747422208,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000566429371060226,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000814383554088961,,,IR,NE,,IM,AC,,IM,AC,,IRNE,IMAC,IMAC,,IRNE,IMAC,IMAC,,IMAC
1000813897153118208,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000995774002597889,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001021778444128256,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001078059372568577,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001092577708400640,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
1001101660519829509,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001107278026739712,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001115881307451392,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001120688621719552,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001134324903751680,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001153834369118208,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
1001181787492532224,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
1001185513414553601,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001186852240478208,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
1001193231059705856,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001199768041902085,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
1001239699111993344,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
1001243485935226881,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
1001243901339095040,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
1001244482552123392,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
1001273151328784385,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IMAC,IRNE,,IRNE
1001448073694990338,,,IM,AC,,HI,AC,,HI,AC,,IMAC,HIAC,HIAC,,IMAC,IRNE,IRNE,,IRNE
1001458944785747969,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001462322018340864,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001471539714326528,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001495983459651584,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001504619732795392,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001546507546439680,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001558806143340550,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001617763251769344,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001720464274845697,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001720971273953280,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001847115570696192,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
